Player,Hero,Role,Winner,File,Date,Map,GameTime,HeroKills,Assists,Takedowns,Deaths,MinionDmg,SummonDmg,StructDmg,SiegeDmg,HeroDmg,DmgTaken,XP,SpentDead,Rooting,Silence,Stun,CC,OnFire,SpellDmg,PhysDmg,MercDmg,MercCaptures,MinionKills,Regen,Award,HealShield,SelfHeal,,
Raizenser#1838,Zul'jin,Ranged Assassin,Winner,2024-07-07 22.58.26 Caverna perdida.StormReplay,07/07/2024,Caverna perdida.StormReplay,00:21:38,18,41,59,5,59057,0,21391,80448,109547,75476,32816,00:03:21,00:00:00,00:00:00,00:00:00,00:04:52,00:07:19,00:00:00,59978,0,0,68,32,MVP,0,37045,,
Raizenser#1838,Maiev,Melee Assassin,Winner,2024-08-04 01.02.46 Caverna perdida.StormReplay,04/08/2024,Caverna perdida.StormReplay,00:21:35,9,40,49,5,49889,14099,22863,86851,113469,91599,21799,00:02:12,00:00:00,00:00:00,00:00:24,00:00:24,00:02:24,00:00:00,67255,0,0,47,34,0,0,0,,
Raizenser#1838,Varian,Bruiser,Winner,2024-06-19 21.35.50 Caverna perdida.StormReplay,19/06/2024,Caverna perdida.StormReplay,00:22:01,10,39,49,5,31345,5563,20161,57069,66663,170380,24471,00:02:56,00:00:00,00:00:37,00:00:00,00:02:47,00:02:14,00:00:00,42523,0,0,23,38,MostTeamfightDamageTaken,0,75270,,
Raizenser#1838,Garrosh,Tank,Loser,2024-07-17 23.24.10 Silver City.StormReplay,17/07/2024,Silver City.StormReplay,00:20:21,4,36,40,5,12483,0,7851,20334,60624,99729,13514,00:02:12,00:00:00,00:00:28,00:01:06,00:05:36,00:00:00,00:00:00,34535,12633,4,10,39,0,0,22236,,
Raizenser#1838,Maiev,Melee Assassin,Loser,2024-08-11 22.51.45 Distrito industrial.StormReplay,11/08/2024,Distrito industrial.StormReplay,00:16:51,15,35,50,5,63516,0,28245,91761,67955,50572,31547,00:01:47,00:00:00,00:00:00,00:00:07,00:00:07,00:05:00,00:00:00,60373,930,1,72,43,MVP,0,0,,
Raizenser#1838,Garrosh,Tank,Loser,2024-06-15 00.52.22 Distrito industrial.StormReplay,15/06/2024,Distrito industrial.StormReplay,00:25:59,12,35,47,5,22440,6084,5972,35916,89724,143410,25908,00:03:07,00:00:00,00:00:00,00:00:44,00:08:51,00:03:00,00:00:00,33421,0,1,28,61,0,0,23943,,
Ticoman#1667,Mal'Ganis,Tank,Loser,2024-07-15 23.17.09 Distrito industrial.StormReplay,15/07/2024,Distrito industrial.StormReplay,00:22:33,2,35,37,5,38568,0,1893,40461,99215,158469,19954,00:02:34,00:00:00,00:00:00,00:02:51,00:04:27,00:01:45,00:00:00,26381,0,0,34,54,MostTeamfightDamageTaken,0,64507,,
WatchdogMan#1114,Gazlowe,Bruiser,Winner,2024-03-11 22.56.04 Silver City.StormReplay,11/03/2024,Silver City.StormReplay,00:20:23,7,34,41,5,76702,25253,44289,147791,61151,86979,29191,00:02:53,00:00:00,00:00:00,00:00:36,00:00:36,00:00:00,00:00:00,32680,14377,4,77,42,0,0,31823,,
WatchdogMan#1114,Anduin,Healer,Loser,2024-06-09 21.02.04 Industrial District.StormReplay,09/06/2024,Industrial District.StormReplay,00:20:25,2,34,36,5,17816,0,5821,23637,42808,57142,15161,00:03:12,00:00:51,00:00:00,00:00:11,00:01:02,00:00:00,00:00:00,30681,0,0,27,42,0,113803,7691,,
Ticoman#1667,Brightwing,Healer,Loser,2024-06-26 22.42.10 Ciudad argenta.StormReplay,26/06/2024,Ciudad argenta.StormReplay,00:25:26,1,34,35,5,12869,0,6650,21882,23239,67544,14599,00:02:31,00:00:00,00:00:50,00:00:00,00:00:00,00:00:00,00:00:00,29783,2500,5,22,53,MostHealing,223768,0,,
Raizenser#1838,Johanna,Tank,Loser,2024-04-03 21.01.39 Ciudad argenta.StormReplay,03/04/2024,Ciudad argenta.StormReplay,00:24:39,7,33,40,5,46622,0,10419,65853,142239,172612,21899,00:02:25,00:00:00,00:00:00,00:00:42,00:04:54,00:00:12,00:00:00,43825,12726,3,47,55,MostTeamfightDamageTaken,20894,32602,,
Raizenser#1838,Deckard,Healer,Loser,2023-12-30 01.11.31 Caverna perdida.StormReplay,30/12/2023,Caverna perdida.StormReplay,00:25:05,3,33,36,5,17248,1211,1706,20165,56715,63675,14391,00:03:15,00:02:01,00:00:00,00:02:32,00:09:27,00:00:32,00:00:00,7448,0,0,13,23,MostRoots,206179,0,,
WatchdogMan#1114,Kael'thas,Mage,Winner,2024-05-08 22.47.30 Caverna perdida.StormReplay,08/05/2024,Caverna perdida.StormReplay,00:25:24,11,32,43,5,112232,30037,43127,185396,80838,50833,38992,00:02:45,00:00:00,00:00:00,00:00:07,00:01:01,00:09:05,00:00:00,13183,0,0,118,58,MVP,0,4843,,
Deathmask#1670,Tychus,Ranged Assassin,Winner,2024-06-09 01.06.55 Lost Cavern.StormReplay,09/06/2024,Lost Cavern.StormReplay,00:16:15,9,32,41,5,24553,3803,12284,40640,36140,38167,16652,00:01:54,00:00:00,00:00:00,00:00:00,00:00:06,00:00:00,00:00:00,31385,0,0,26,26,MostEscapes,0,2922,,
Ticoman#1667,Dehaka,Bruiser,Winner,2024-07-10 21.40.07 Braxis Outpost.StormReplay,10/07/2024,Braxis Outpost.StormReplay,00:22:38,6,32,38,5,47560,7525,13311,68396,49775,139681,25195,00:02:17,00:00:00,00:00:33,00:00:50,00:02:20,00:01:04,00:00:00,43145,25674,5,44,52,MostDamageTaken,0,56839,,
Raizenser#1838,Whitemane,Healer,Loser,2024-05-17 23.10.32 Caverna perdida.StormReplay,17/05/2024,Caverna perdida.StormReplay,00:19:38,1,32,33,5,14100,278,4672,19050,30059,60071,13600,00:02:18,00:00:00,00:00:00,00:00:00,00:24:30,00:00:00,00:00:00,9868,0,0,11,35,0,125406,0,,
Rampage15th#1710,Deckard,Healer,Winner,2024-09-28 21.59.24 Industrial District.StormReplay,28/09/2024,Industrial District.StormReplay,00:23:02,0,32,32,5,11970,0,1480,13450,8409,51763,17141,00:02:47,00:00:28,00:00:00,00:01:10,00:02:04,00:00:36,00:00:00,2144,0,0,12,26,MostHealing,182497,0,,
Ticoman#1667,Dehaka,Bruiser,Loser,2024-02-15 23.29.34 Silver City.StormReplay,15/02/2024,Silver City.StormReplay,00:25:04,11,31,42,5,82492,16083,26635,130640,68637,194518,28487,00:02:30,00:00:00,00:00:33,00:01:07,00:03:28,00:04:26,00:00:00,61508,2454,2,73,56,MostTeamfightDamageTaken,0,63076,,
Ticoman#1667,Kael'thas,Mage,Loser,2024-11-30 00.12.43 Silver City.StormReplay,30/11/2024,Silver City.StormReplay,00:26:17,12,30,42,5,52462,509,20550,83079,87696,54495,24252,00:02:39,00:00:00,00:00:00,00:00:35,00:00:35,00:00:07,00:00:00,11491,16873,4,64,68,0,0,934,,
Deathmask#1670,Diablo,Tank,Winner,2024-09-13 23.02.45 Ciudad argenta.StormReplay,13/09/2024,Ciudad argenta.StormReplay,00:23:56,8,30,38,5,62322,27388,16868,107516,75221,246284,23468,00:00:26,00:00:00,00:00:00,00:00:31,00:08:45,00:02:34,00:00:00,37771,2407,2,56,53,MostTeamfightDamageTaken,0,45590,,
WatchdogMan#1114,Anduin,Healer,Winner,2024-05-18 23.44.54 Puesto de avanzada de Braxis.StormReplay,18/05/2024,Puesto de avanzada de Braxis.StormReplay,00:29:18,7,30,37,5,37508,16084,3113,57557,47491,84157,22051,00:02:58,00:00:43,00:00:00,00:00:22,00:01:06,00:00:00,00:00:00,46415,3123,1,37,63,0,177779,43354,,
WatchdogMan#1114,Alarak,Melee Assassin,Loser,2024-04-14 22.47.50 Puesto de avanzada de Braxis.StormReplay,14/04/2024,Puesto de avanzada de Braxis.StormReplay,00:21:05,4,30,34,5,34782,4835,16483,57847,75966,63185,21014,00:02:01,00:00:00,00:00:30,00:00:00,00:00:54,00:03:14,00:00:00,29565,2217,1,37,38,HighestKillStreak,0,20573,,
Rampage15th#1710,Stitches,Tank,Loser,2024-05-11 23.22.46 Silver City.StormReplay,11/05/2024,Silver City.StormReplay,00:27:51,4,30,34,5,47723,0,7597,59742,46133,232479,28970,00:03:30,00:00:00,00:00:00,00:00:58,00:05:53,00:00:54,00:00:00,29975,5506,4,56,86,MostTeamfightDamageTaken,0,33086,,
WatchdogMan#1114,Mei,Tank,Loser,2024-09-28 00.22.56 Puesto de avanzada de Braxis.StormReplay,28/09/2024,Puesto de avanzada de Braxis.StormReplay,00:20:57,2,30,32,5,51140,2677,13249,68449,57592,120226,20953,00:02:24,00:00:00,00:00:00,00:00:31,00:17:55,00:00:00,00:00:00,29637,8863,2,38,36,0,5530,47901,,
Ticoman#1667,Brightwing,Healer,Winner,2024-11-22 23.12.56 Distrito industrial.StormReplay,22/11/2024,Distrito industrial.StormReplay,00:18:07,2,30,32,5,3913,4427,3361,11701,11779,46116,9228,00:02:49,00:00:00,00:00:42,00:00:00,00:00:42,00:00:00,00:00:00,14564,0,0,9,37,ClutchHealer,126614,0,,
Ticoman#1667,Johanna,Tank,Winner,2024-09-28 21.59.24 Industrial District.StormReplay,28/09/2024,Industrial District.StormReplay,00:23:02,9,29,38,5,72251,0,8414,80665,100230,187365,25730,00:03:09,00:00:00,00:00:00,00:00:28,00:02:54,00:00:00,00:00:00,30753,0,0,43,47,MostTeamfightDamageTaken,7632,58462,,
Ticoman#1667,Imperius,Bruiser,Winner,2024-07-03 22.13.49 Caverna perdida.StormReplay,03/07/2024,Caverna perdida.StormReplay,00:17:38,7,29,36,5,17135,1101,8570,26806,47679,66529,15654,00:02:36,00:00:00,00:00:00,00:00:44,00:03:38,00:00:00,00:00:00,25922,0,0,23,30,0,0,21763,,
Zombicioso#1115,Stitches,Tank,Loser,2024-02-21 23.01.45 Caverna perdida.StormReplay,21/02/2024,Caverna perdida.StormReplay,00:20:40,7,29,36,5,37988,885,8177,47050,62947,135780,18728,00:03:03,00:00:00,00:00:00,00:00:59,00:06:37,00:00:03,00:00:00,18008,0,0,43,40,MostTeamfightDamageTaken,0,37147,,
WatchdogMan#1114,Kerrigan,Melee Assassin,Loser,2024-05-20 23.26.01 Caverna perdida.StormReplay,20/05/2024,Caverna perdida.StormReplay,00:18:54,5,29,34,5,37228,20445,17029,74702,64796,94249,19717,00:01:46,00:00:00,00:00:00,00:00:25,00:00:25,00:00:02,00:00:00,49003,0,0,60,39,0,0,36190,,
Zombicioso#1115,Stitches,Tank,Loser,2024-07-24 21.45.14 Caverna perdida.StormReplay,24/07/2024,Caverna perdida.StormReplay,00:20:29,4,29,33,5,46438,0,12695,59133,74782,183048,17884,00:02:33,00:00:00,00:00:00,00:01:10,00:04:40,00:00:12,00:00:00,19416,0,0,30,41,MostTeamfightDamageTaken,0,67842,,
WatchdogMan#1114,Alarak,Melee Assassin,Winner,2024-09-28 15.50.24 Puesto de avanzada de Braxis.StormReplay,28/09/2024,Puesto de avanzada de Braxis.StormReplay,00:23:10,9,28,37,5,67563,0,6963,74526,161885,149470,24262,00:01:51,00:00:00,00:00:42,00:00:00,00:02:18,00:05:36,00:00:00,32638,2002,1,72,42,MVP,0,56180,,
Ticoman#1667,Tassadar,Mage,Loser,2024-02-03 22.22.55 Distrito industrial.StormReplay,03/02/2024,Distrito industrial.StormReplay,00:16:22,8,28,36,5,44473,8507,30319,83299,52229,29818,15853,00:02:12,00:00:00,00:00:00,00:00:07,00:11:06,00:00:57,00:00:00,8860,0,0,56,35,0,0,0,,
Zombicioso#1115,Blaze,Tank,Loser,2024-01-10 23.26.29 Industrial District.StormReplay,10/01/2024,Industrial District.StormReplay,00:16:30,6,28,34,5,19824,8650,20128,48602,57304,74993,14137,00:02:16,00:00:00,00:00:00,00:00:47,00:06:20,00:00:00,00:00:00,25688,999,0,22,42,MostTeamfightHeroDamageDone,0,15573,,
Deathmask#1670,Artanis,Bruiser,Loser,2024-05-01 23.29.22 Braxis Outpost.StormReplay,01/05/2024,Braxis Outpost.StormReplay,00:17:48,6,28,34,5,20333,9994,22934,56375,41148,99094,13241,00:02:14,00:00:00,00:00:00,00:00:00,00:00:00,00:00:23,00:00:00,52453,871,1,19,19,MostDamageTaken,0,28592,,
Ticoman#1667,D.Va,Bruiser,Loser,2024-05-25 00.02.25 Braxis Outpost.StormReplay,25/05/2024,Braxis Outpost.StormReplay,00:20:51,3,28,31,5,60872,17231,23227,103877,41024,133141,21576,00:00:52,00:00:00,00:00:00,00:00:03,00:02:07,00:02:07,00:00:00,68386,0,0,60,45,0,0,12068,,
Zombicioso#1115,Stitches,Tank,Winner,2024-03-01 21.46.21 Distrito industrial.StormReplay,01/03/2024,Distrito industrial.StormReplay,00:15:45,1,28,29,5,32033,0,13146,45179,47286,109771,15355,00:01:20,00:00:00,00:00:00,00:00:54,00:04:25,00:01:43,00:00:00,13866,0,0,31,20,MostTeamfightDamageTaken,0,38711,,
Raizenser#1838,E.T.C.,Tank,Loser,2024-05-18 00.47.11 Puesto de avanzada de Braxis.StormReplay,18/05/2024,Puesto de avanzada de Braxis.StormReplay,00:15:29,0,28,28,5,9234,0,3328,12562,17405,56101,13549,00:02:32,00:00:00,00:00:00,00:00:23,00:00:23,00:01:16,00:00:00,16131,9916,3,8,27,HighestKillStreak,4191,25885,,
Raizenser#1838,Brightwing,Healer,Winner,2024-07-14 22.05.57 Puesto de avanzada de Braxis.StormReplay,14/07/2024,Puesto de avanzada de Braxis.StormReplay,00:17:12,0,28,28,5,12254,2916,6177,22433,12755,43935,11304,00:02:43,00:00:00,00:00:42,00:00:00,00:00:00,00:00:00,00:00:00,16336,2833,2,16,25,MostHealing,126602,0,,
WatchdogMan#1114,Kel'Thuzad,Mage,Loser,2024-01-18 00.01.19 Distrito industrial.StormReplay,18/01/2024,Distrito industrial.StormReplay,00:28:48,6,27,33,5,109116,57548,26425,193089,113787,109755,32136,00:03:24,00:00:48,00:00:00,00:00:22,00:04:15,00:04:00,00:00:00,13220,0,0,116,75,0,0,8385,,
Ticoman#1667,Junkrat,Mage,Loser,2024-07-17 22.02.42 Puesto de avanzada de Braxis.StormReplay,17/07/2024,Puesto de avanzada de Braxis.StormReplay,00:21:19,5,27,32,5,48972,2985,23415,75970,79973,33808,20946,00:01:46,00:00:10,00:00:08,00:00:00,00:02:27,00:02:28,00:00:00,31416,7705,3,56,28,0,0,0,,
Deathmask#1670,Xul,Bruiser,Winner,2023-12-07 00.15.37 Puesto de avanzada de Braxis.StormReplay,07/12/2023,Puesto de avanzada de Braxis.StormReplay,00:17:34,5,27,32,5,47194,931,21097,69222,59379,102664,20009,00:01:44,00:00:43,00:00:00,00:00:00,00:12:01,00:00:00,00:00:00,73334,0,0,60,20,MostTeamfightDamageTaken,0,34037,,
Raizenser#1838,Johanna,Tank,Loser,2024-09-13 21.58.59 Puesto de avanzada de Braxis.StormReplay,13/09/2024,Puesto de avanzada de Braxis.StormReplay,00:19:05,5,27,32,5,48716,6579,2217,60146,69352,113394,23010,00:02:17,00:00:00,00:00:00,00:00:30,00:03:41,00:01:49,00:00:00,26417,17414,2,47,39,MostTeamfightHeroDamageDone,11575,38406,,
Raizenser#1838,Auriel,Healer,Loser,2024-09-18 21.55.19 Distrito industrial.StormReplay,18/09/2024,Distrito industrial.StormReplay,00:23:04,5,27,32,5,35069,20924,3526,59519,36468,76130,17503,00:03:24,00:00:00,00:00:00,00:00:08,00:00:08,00:00:00,00:00:00,18217,0,0,32,36,MostTeamfightHealingDone,173091,0,,
Raizenser#1838,Mei,Tank,Loser,2024-03-01 23.08.45 Distrito industrial.StormReplay,01/03/2024,Distrito industrial.StormReplay,00:19:07,4,27,31,5,27217,4436,20145,52207,45440,108973,14791,00:02:06,00:00:00,00:00:00,00:00:25,00:14:09,00:00:00,00:00:00,24906,0,0,24,33,0,5365,29056,,
WatchdogMan#1114,Lucio,Healer,Loser,2024-01-08 22.52.55 Lost Cavern.StormReplay,08/01/2024,Lost Cavern.StormReplay,00:27:28,3,27,30,5,14218,0,7737,21955,36949,95164,16852,00:03:04,00:00:00,00:00:00,00:00:00,00:01:01,00:00:00,00:00:00,38352,0,0,16,44,0,164795,8030,,
Ticoman#1667,Kerrigan,Melee Assassin,Winner,2024-09-24 22.41.23 Ciudad argenta.StormReplay,24/09/2024,Ciudad argenta.StormReplay,00:26:36,13,26,39,5,36119,11578,13260,60957,105920,86127,25031,00:02:54,00:00:00,00:00:00,00:00:40,00:01:05,00:00:12,00:00:00,49431,14460,6,44,45,MostTeamfightHeroDamageDone,0,28409,,
Malenfant#11223,Falstad,Ranged Assassin,Loser,2024-09-11 21.48.51 Distrito industrial.StormReplay,11/09/2024,Distrito industrial.StormReplay,00:19:14,10,26,36,5,23277,5583,19065,47925,60972,42056,15992,00:02:55,00:00:00,00:00:00,00:00:00,00:01:48,00:02:10,00:00:00,30899,0,0,40,33,0,0,12641,,
WatchdogMan#1114,Thrall,Bruiser,Loser,2024-04-21 15.06.23 Puesto de avanzada de Braxis.StormReplay,21/04/2024,Puesto de avanzada de Braxis.StormReplay,00:19:50,10,26,36,5,55132,1,19590,84950,86425,86778,21857,00:01:53,00:00:51,00:00:00,00:00:00,00:02:36,00:00:32,00:00:00,41921,5750,1,45,33,MVP,12731,39017,,
Raizenser#1838,Stitches,Tank,Loser,2024-08-06 23.33.45 Ciudad argenta.StormReplay,06/08/2024,Ciudad argenta.StormReplay,00:18:41,3,26,29,5,21272,0,8408,35412,40694,123245,12757,00:02:35,00:00:00,00:00:00,00:00:50,00:03:37,00:00:24,00:00:00,11950,1761,2,16,34,MostTeamfightDamageTaken,0,37723,,
Ticoman#1667,Stitches,Tank,Winner,2024-04-17 20.42.17 Distrito industrial.StormReplay,17/04/2024,Distrito industrial.StormReplay,00:23:43,3,26,29,5,31779,5303,5418,42500,54327,171129,17043,00:02:45,00:00:00,00:00:00,00:01:27,00:05:46,00:00:00,00:00:00,10592,0,0,36,54,MostDamageTaken,0,63884,,
WatchdogMan#1114,Mei,Tank,Loser,2024-09-14 23.54.28 Puesto de avanzada de Braxis.StormReplay,14/09/2024,Puesto de avanzada de Braxis.StormReplay,00:17:17,2,26,28,5,23456,1245,9398,34099,26909,75865,14474,00:02:22,00:00:00,00:00:00,00:00:23,00:11:58,00:00:00,00:00:00,11990,8619,3,18,18,0,1620,13937,,
WatchdogMan#1114,Stukov,Healer,Winner,2024-11-24 23.51.58 Distrito industrial.StormReplay,24/11/2024,Distrito industrial.StormReplay,00:25:48,1,26,27,5,9948,11138,0,21086,45348,98103,13446,00:02:08,00:00:00,00:00:38,00:00:00,00:17:46,00:00:00,00:00:00,22806,0,1,6,44,MostHealing,234223,0,,
Rampage15th#1710,Diablo,Tank,Loser,2024-02-14 22.08.43 Lost Cavern.StormReplay,14/02/2024,Lost Cavern.StormReplay,00:19:39,0,26,26,5,32840,9206,19412,61458,50598,142864,17995,00:00:45,00:00:00,00:00:00,00:00:07,00:05:07,00:00:12,00:00:00,29637,0,0,35,28,0,0,37808,,
WatchdogMan#1114,Arthas,Tank,Loser,2024-12-02 23.20.41 Ciudad argenta.StormReplay,02/12/2024,Ciudad argenta.StormReplay,00:21:09,0,26,26,5,31693,12484,11382,55559,62651,157536,14025,00:02:03,00:01:28,00:00:00,00:00:00,00:07:05,00:00:24,00:00:00,41897,17762,6,14,27,MostRoots,0,44113,,
Raizenser#1838,Falstad,Ranged Assassin,Loser,2024-11-16 01.16.42 Caverna perdida.StormReplay,16/11/2024,Caverna perdida.StormReplay,00:25:43,17,25,42,5,71247,15501,30561,117309,152047,84194,23984,00:02:17,00:00:00,00:00:00,00:00:00,00:03:10,00:03:10,00:00:00,50955,0,0,54,64,MostKills,0,24258,,
Raizenser#1838,Zul'jin,Ranged Assassin,Loser,2024-09-11 21.48.51 Distrito industrial.StormReplay,11/09/2024,Distrito industrial.StormReplay,00:19:14,12,25,37,5,44115,38435,33965,116515,80707,35567,15952,00:03:18,00:00:00,00:00:00,00:00:00,00:03:46,00:01:05,00:00:00,77670,0,0,36,36,MostHeroDamageDone,0,21691,,
WatchdogMan#1114,Raynor,Ranged Assassin,Loser,2024-04-23 22.34.54 Puesto de avanzada de Braxis.StormReplay,23/04/2024,Puesto de avanzada de Braxis.StormReplay,00:22:10,9,25,34,5,79181,8397,15478,103056,114287,75029,25803,00:02:46,00:00:00,00:00:00,00:00:00,00:03:08,00:03:23,00:00:00,166633,12276,1,90,46,0,0,17678,,
Ticoman#1667,Imperius,Bruiser,Winner,2024-02-04 22.17.50 Ciudad argenta.StormReplay,04/02/2024,Ciudad argenta.StormReplay,00:18:48,9,25,34,5,12007,0,12372,26273,63110,86825,13163,00:02:25,00:00:00,00:00:00,00:00:46,00:03:08,00:00:00,00:00:00,33756,8692,2,15,24,0,0,29379,,
Raizenser#1838,Sonya,Bruiser,Winner,2024-09-11 05.56.35 Distrito industrial.StormReplay,11/09/2024,Distrito industrial.StormReplay,00:18:56,8,25,33,5,27359,0,7568,35622,81916,126812,14509,00:02:23,00:00:00,00:00:00,00:00:37,00:00:37,00:00:00,00:00:00,28161,0,0,27,40,0,0,39940,,
Deathmask#1670,Muradin,Tank,Loser,2024-02-23 22.43.39 Industrial District.StormReplay,23/02/2024,Industrial District.StormReplay,00:16:54,5,25,30,5,12596,0,9967,22563,32773,108197,11068,00:01:31,00:00:00,00:00:00,00:00:24,00:02:17,00:00:00,00:00:00,27212,0,0,18,31,0,0,27322,,
Rampage15th#1710,Brightwing,Healer,Loser,2024-11-02 22.52.43 Industrial District.StormReplay,02/11/2024,Industrial District.StormReplay,00:20:48,4,25,29,5,9767,0,7943,17710,15758,49971,10940,00:03:03,00:00:00,00:00:52,00:00:00,00:00:51,00:00:00,00:00:00,29473,290,1,20,33,ClutchHealer,105931,0,,
Deathmask#1670,Xul,Bruiser,Loser,2024-08-16 22.59.29 Distrito industrial.StormReplay,16/08/2024,Distrito industrial.StormReplay,00:14:08,3,25,28,5,21033,245,16837,38115,35210,58316,9685,00:01:55,00:00:24,00:00:00,00:00:00,00:05:36,00:00:00,00:00:00,42182,0,0,32,20,0,0,18782,,
Ticoman#1667,Johanna,Tank,Loser,2024-05-05 22.24.04 Puesto de avanzada de Braxis.StormReplay,05/05/2024,Puesto de avanzada de Braxis.StormReplay,00:17:23,2,25,27,5,23179,4578,11157,42357,36902,77764,12733,00:01:54,00:00:00,00:00:00,00:00:11,00:01:47,00:00:00,00:00:00,17739,0,0,19,29,0,2668,30983,,
Raizenser#1838,Deckard,Healer,Winner,2024-08-04 22.04.19 Distrito industrial.StormReplay,04/08/2024,Distrito industrial.StormReplay,00:17:54,2,25,27,5,17434,1196,2202,20832,34540,42072,13043,00:02:37,00:01:13,00:00:00,00:01:22,00:04:31,00:00:00,00:00:00,3644,0,0,20,26,MostRoots,115485,0,,
ChapelHots#1560,Brightwing,Healer,Winner,2024-02-16 22.51.53 Distrito industrial.StormReplay,16/02/2024,Distrito industrial.StormReplay,00:19:14,0,25,25,5,10801,0,3788,14589,14382,45417,12195,00:02:55,00:00:00,00:00:51,00:00:00,00:00:30,00:00:00,00:00:00,19025,0,0,13,33,0,100590,0,,
WatchdogMan#1114,Cassia,Ranged Assassin,Loser,2024-07-17 23.24.10 Silver City.StormReplay,17/07/2024,Silver City.StormReplay,00:20:21,19,24,43,5,40298,0,18197,58495,166181,60260,18449,00:01:51,00:00:00,00:00:00,00:00:21,00:15:05,00:02:15,00:00:00,116797,5973,1,47,34,MostTeamfightHeroDamageDone,5306,12993,,
Zombicioso#1115,Mephisto,Mage,Loser,2024-05-01 22.54.24 Ciudad argenta.StormReplay,01/05/2024,Ciudad argenta.StormReplay,00:24:23,11,24,35,5,95959,32417,21820,159539,135408,105538,27201,00:02:58,00:00:00,00:00:00,00:00:00,00:04:50,00:07:51,00:00:00,16311,20063,6,71,52,MVP,0,4706,,
Raizenser#1838,Chromie,Mage,Winner,2024-02-16 22.44.07 Braxis Outpost.StormReplay,16/02/2024,Braxis Outpost.StormReplay,00:13:40,10,16,26,4,17063,4036,26256,47355,40138,25719,9540,00:01:04,00:00:00,00:00:00,00:00:00,00:00:20,00:00:48,00:00:00,13273,6175,1,19,22,HatTrick,0,0,,
Zombicioso#1115,Tyrael,Tank,Loser,2024-07-23 23.10.33 Industrial District.StormReplay,23/07/2024,Industrial District.StormReplay,00:13:11,9,24,33,5,22479,8662,15193,46334,45891,71772,9467,00:01:39,00:00:00,00:00:00,00:00:09,00:02:29,00:00:25,00:00:00,19288,0,0,14,33,0,15878,18085,,
WatchdogMan#1114,Junkrat,Mage,Loser,2024-02-10 00.53.00 Caverna perdida.StormReplay,10/02/2024,Caverna perdida.StormReplay,00:21:43,7,24,31,5,75798,36470,19768,132036,182951,42674,22911,00:03:21,00:00:58,00:00:50,00:00:00,00:00:58,00:05:07,00:00:00,60618,0,0,76,37,MostHeroDamageDone,0,0,,
Raizenser#1838,Diablo,Tank,Winner,2024-02-16 22.51.53 Distrito industrial.StormReplay,16/02/2024,Distrito industrial.StormReplay,00:19:14,6,24,30,5,30307,0,14467,44774,60425,130576,16661,00:01:03,00:00:00,00:00:00,00:00:35,00:02:41,00:00:24,00:00:00,38913,0,0,27,40,MostTeamfightDamageTaken,0,47079,,
WatchdogMan#1114,Valla,Ranged Assassin,Loser,2024-03-19 23.54.01 Distrito industrial.StormReplay,19/03/2024,Distrito industrial.StormReplay,00:16:39,5,24,29,5,45618,12406,29335,87359,79493,40955,19203,00:01:50,00:00:00,00:00:00,00:00:07,00:00:17,00:00:00,00:00:00,72407,6767,1,54,49,0,0,6110,,
Raizenser#1838,Varian,Bruiser,Winner,2024-03-30 00.35.48 Ciudad argenta.StormReplay,30/03/2024,Ciudad argenta.StormReplay,00:21:27,5,24,29,5,26560,2428,23016,52760,66635,182355,15671,00:02:37,00:00:00,00:00:23,00:00:00,00:03:03,00:01:05,00:00:00,35915,2438,1,18,29,MostTeamfightDamageTaken,0,62176,,
Zombicioso#1115,Tyrael,Tank,Winner,2024-03-01 22.24.16 Silver City.StormReplay,01/03/2024,Silver City.StormReplay,00:13:58,5,24,29,5,15492,0,9134,25916,33900,68741,11932,00:01:17,00:00:00,00:00:00,00:00:06,00:01:58,00:00:31,00:00:00,26491,9241,3,9,31,0,4003,35102,,
Rampage15th#1710,Junkrat,Mage,Winner,2024-08-27 21.36.26 Puesto de avanzada de Braxis.StormReplay,27/08/2024,Puesto de avanzada de Braxis.StormReplay,00:19:01,4,24,28,5,55746,13961,21799,94179,61848,36525,18739,00:02:20,00:00:18,00:00:00,00:00:00,00:00:35,00:00:23,00:00:00,51213,0,0,65,18,MostVengeancesPerformed,0,0,,
Ticoman#1667,Mei,Tank,Winner,2024-10-27 23.29.42 Ciudad argenta.StormReplay,27/10/2024,Ciudad argenta.StormReplay,00:18:11,4,24,28,5,25871,9558,20817,61437,42401,78171,13747,00:02:20,00:00:00,00:00:00,00:00:57,00:19:56,00:00:12,00:00:00,24006,777,2,31,24,0,2529,12048,,
Raizenser#1838,Stukov,Healer,Winner,2023-12-02 00.19.59 Puesto de avanzada de Braxis.StormReplay,02/12/2023,Puesto de avanzada de Braxis.StormReplay,00:16:47,3,24,27,5,7385,0,223,7680,31831,57144,8640,00:02:42,00:00:00,00:00:45,00:00:02,00:12:51,00:00:00,00:00:00,17340,1371,0,7,32,MostHealing,93140,0,,
Rampage15th#1710,Deckard,Healer,Loser,2024-05-17 22.29.49 Puesto de avanzada de Braxis.StormReplay,17/05/2024,Puesto de avanzada de Braxis.StormReplay,00:20:51,1,24,25,5,9697,2653,3402,15752,5523,30592,11383,00:02:41,00:00:13,00:00:00,00:01:16,00:01:53,00:00:00,00:00:00,3344,0,0,5,14,0,111196,0,,
